Pays,Année,geo,Population,Température,Code,CO2,Catastrophes_totales,Cold wave,Ground movement,Avalanche (wet),Flood (General),Flash flood,Storm (General),Blizzard/Winter storm,Landslide (wet),Heat wave,Forest fire,Tropical cyclone,Severe weather,Hail,Tornado
Myanmar,2006,mmr,47785135,27.88795518207283,MMR,267260850,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Namibia,2006,nam,1991888,18.20437057556171,NAM,16825086,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nepal,2006,npl,26565425,18.075084175084175,NPL,43793276,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0
New Zealand,2006,nzl,4181940,15.014155251141553,NZL,86762180,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Nicaragua,2006,nic,5418855,27.67110498928681,NIC,57781250,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nigeria,2006,nga,149077334,29.208288959886406,NGA,453362980,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Norway,2006,nor,4660494,6.207762557077626,NOR,75335330,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oman,2006,omn,2514795,28.383084577114428,OMN,72057150,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pakistan,2006,pak,179682690,24.73130341880342,PAK,349868160,4,0,0,0,1,1,0,0,1,1,0,0,0,0,0
Panama,2006,pan,3375024,26.910433979686058,PAN,23695276,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Peru,2006,per,28324491,19.667884322678844,PER,147610560,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Philippines,2006,phl,89508986,27.978234398782345,PHL,234461360,16,0,0,1,1,2,0,0,2,0,0,10,0,0,0
Poland,2006,pol,38071167,9.045966514459666,POL,392849060,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Portugal,2006,prt,10524120,17.498626373626376,PRT,75586180,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Qatar,2006,qat,972831,28.220091324200915,QAT,101137864,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Romania,2006,rou,21035732,11.36103500761035,ROU,125813784,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Russian Federation,2006,rus,144102948,4.990563165905632,RUS,2101987800,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Saudi Arabia,2006,sau,21459144,26.91179604261796,SAU,547591740,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Senegal,2006,sen,11500094,24.61187214611872,SEN,20365338,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sierra Leone,2006,sle,5624466,27.733644859813086,SLE,42682410,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Africa,2006,zaf,49998277,16.906088280060885,ZAF,567854900,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spain,2006,esp,44695448,16.011618467782853,ESP,415751260,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Sri Lanka,2006,lka,20352411,27.307153729071537,LKA,38692090,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Suriname,2006,sur,524997,26.473137973137973,SUR,3983734.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sweden,2006,swe,9080623,8.093911719939118,SWE,89931880,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Switzerland,2006,che,7478509,10.564485032978185,CHE,53063484,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Taiwan (Province of China),2006,twn,22914634,23.549010654490107,TWN,298481570,3,0,1,0,0,0,0,0,0,0,0,2,0,0,0
Tajikistan,2006,tjk,7057566,16.297260273972604,TJK,9119729,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Thailand,2006,tha,66567687,29.522070015220702,THA,399545380,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Togo,2006,tgo,6010668,27.651409618573798,TGO,10075531,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Tunisia,2006,tun,10346410,19.71811263318113,TUN,37682356,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Turkmenistan,2006,tkm,5147105,17.89315068493151,TKM,101123170,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uganda,2006,uga,28794003,22.427516158818097,UGA,50232292,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ukraine,2006,ukr,47278694,8.336681887366819,UKR,422172200,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United Arab Emirates,2006,are,5009100,28.150030525030527,ARE,163065000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United States of America,2006,usa,298730209,14.300555449956706,USA,6950675000,14,0,1,0,0,0,2,3,0,2,0,1,0,2,3
Uruguay,2006,ury,3289506,16.61385083713851,URY,37237800,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uzbekistan,2006,uzb,26699043,16.420700152207,UZB,194939040,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zambia,2006,zmb,12129553,19.945662100456623,ZMB,74544960,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Albania,2007,alb,3022887,16.29410866910867,ALB,10685385,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Algeria,2007,dza,34189416,17.56242368742369,DZA,200464480,4,0,0,0,1,2,0,0,0,0,1,0,0,0,0
Argentina,2007,arg,40016763,16.28968253968254,ARG,509561060,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Australia,2007,aus,20954549,17.36916971916972,AUS,693953540,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Austria,2007,aut,8296952,11.671703296703297,AUT,84846296,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Bahamas,2007,bhs,353334,26.590836526181356,BHS,2227611.8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Bangladesh,2007,bgd,147989278,25.61881188118812,BGD,159697230,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Barbados,2007,brb,271288,27.26496913580247,BRB,1730863.6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Belarus,2007,blr,9563133,8.19727578818488,BLR,91904980,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belgium,2007,bel,10625493,11.191697191697193,BEL,145013330,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belize,2007,blz,296100,27.647757697456495,BLZ,4941925,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Benin,2007,ben,8953969,27.34848484848485,BEN,33164114,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brazil,2007,bra,188552320,21.807743182743184,BRA,2614047000,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
Bulgaria,2007,bgr,7586888,11.968864468864469,BGR,61805484,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Burundi,2007,bdi,8161874,12.515366430260048,BDI,5782018,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Canada,2007,can,33092171,6.027930486836479,CAN,898928960,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Central African Republic,2007,caf,4462770,26.177998111425875,CAF,31208330,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
China,2007,chn,1325813582,16.509967590044642,CHN,8862957000,9,0,1,0,0,1,1,0,1,0,0,3,0,0,2
Colombia,2007,col,43235374,13.063513927150291,COL,214084740,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Costa Rica,2007,cri,4380248,22.45665445665446,CRI,16553839,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Croatia,2007,hrv,4315954,13.212729536258948,HRV,30062150,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Cuba,2007,cub,11287272,24.490689865689866,CUB,41970324,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Cyprus,2007,cyp,1072714,19.545313469894477,CYP,8892033,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Czechia,2007,cze,10337543,9.89423076923077,CZE,135044200,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Denmark,2007,dnk,5461607,9.218406593406593,DNK,71884260,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dominican Republic,2007,dom,9455658,26.73793650793651,DOM,31601024,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Ecuador,2007,ecu,14328773,19.771520146520146,ECU,81305460,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Egypt,2007,egy,84276225,22.66636141636142,EGY,290464350,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ethiopia,2007,eth,83103217,16.985125448028676,ETH,224674540,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Finland,2007,fin,5288710,6.4322344322344325,FIN,112912880,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
France,2007,fra,62432439,12.849130036630036,FRA,459152130,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Gabon,2007,gab,1556237,26.801652892561986,GAB,29432274,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gambia,2007,gmb,1765774,26.420192638458893,GMB,5382246,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Georgia,2007,geo,3967590,NA,GEO,5367194,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Germany,2007,deu,81298542,10.509544390419594,DEU,953407700,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Greece,2007,grc,11045737,18.75884887657741,GRC,132241390,3,0,0,0,0,0,0,0,0,1,2,0,0,0,0
Guatemala,2007,gtm,13652040,19.424145299145298,GTM,65682016,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Guinea,2007,gin,9662281,27.609614665170223,GIN,35558530,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Guinea-Bissau,2007,gnb,1450986,28.88133764832794,GNB,5117984.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Guyana,2007,guy,756861,NA,GUY,8258821.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Haiti,2007,hti,9373296,29.96639231824417,HTI,16741620,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Honduras,2007,hnd,7834798,22.038520564763658,HND,24012352,3,0,1,0,1,0,0,0,0,0,0,1,0,0,0
Hungary,2007,hun,10034082,11.825702075702075,HUN,72799096,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Iceland,2007,isl,311651,5.654761904761905,ISL,4674316.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
India,2007,ind,1190676021,26.74521999539277,IND,2515728400,6,2,0,0,1,1,0,0,0,1,0,1,0,0,0
Indonesia,2007,idn,237062337,28.477390180878555,IDN,1285662800,8,0,4,0,1,1,0,0,2,0,0,0,0,0,0
Ireland,2007,irl,4393513,10.254208754208754,IRL,82321680,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Israel,2007,isr,6962455,21.289287295263392,ISR,73754710,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Italy,2007,ita,59108720,14.29769536019536,ITA,543441000,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Japan,2007,jpn,128087682,14.083231583231584,JPN,1342968300,7,0,3,0,0,0,0,0,0,1,0,3,0,0,0
Jordan,2007,jor,6827227,18.133699633699635,JOR,26389886,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kazakhstan,2007,kaz,16257214,9.840679522497705,KAZ,276018000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenya,2007,ken,38036349,NA,KEN,93911830,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Democratic People's Republic of Korea,2007,prk,24646383,13.264488741232928,PRK,94922904,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Republic of Korea,2007,kor,48178118,12.26507499234772,KOR,557803800,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Kuwait,2007,kwt,2507887,26.932844932844933,KWT,112018400,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Latvia,2007,lva,2200776,7.8273809523809526,LVA,13690187,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lebanon,2007,lbn,4844118,21.235653235653235,LBN,17401038,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Madagascar,2007,mdg,20318583,18.639195825659915,MDG,78424690,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Malawi,2007,mwi,13576343,NA,MWI,27900184,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Malaysia,2007,mys,26998389,27.378968253968257,MYS,333424160,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mauritania,2007,mrt,3093059,25.45990205081114,MRT,12713085,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mexico,2007,mex,108774360,20.243458475540386,MEX,773291140,5,0,0,0,0,0,0,0,1,0,0,4,0,0,0
Mongolia,2007,mng,2607965,0.743131868131868,MNG,35374236,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Morocco,2007,mar,31186468,17.20156106519743,MAR,77547176,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mozambique,2007,moz,21287635,23.948646125116714,MOZ,92338070,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Myanmar,2007,mmr,48125043,27.580808080808083,MMR,274135100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Namibia,2007,nam,2018600,20.356427648578812,NAM,15973246,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nepal,2007,npl,26788492,18.353174603174605,NPL,43936550,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Zealand,2007,nzl,4223266,15.40460927960928,NZL,81317784,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Nicaragua,2007,nic,5497243,27.624236874236875,NIC,53433250,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Nigeria,2007,nga,153267261,28.858788853161844,NGA,427429440,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Norway,2007,nor,4709010,5.841750841750842,NOR,77453740,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oman,2007,omn,2570174,26.956666666666667,OMN,75456376,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Pakistan,2007,pak,184493231,24.560439560439562,PAK,362934270,7,0,0,1,1,2,0,0,2,0,0,1,0,0,0
Panama,2007,pan,3437490,27.16712962962963,PAN,21591884,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Peru,2007,per,28530699,18.5740231990232,PER,151613940,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Philippines,2007,phl,91075184,28.093101343101345,PHL,253943000,8,0,0,0,0,0,0,0,0,0,0,8,0,0,0
Poland,2007,pol,38020421,9.737179487179487,POL,397877250,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Portugal,2007,prt,10546825,16.913443830570902,PRT,77730480,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Qatar,2007,qat,1208595,28.287393162393165,QAT,106175460,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Romania,2007,rou,20870716,12.6243894993895,ROU,131642216,4,1,0,0,1,1,0,0,0,1,0,0,0,0,0
Russian Federation,2007,rus,143859764,6.609126984126984,RUS,2103189400,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Saudi Arabia,2007,sau,22368313,27.0867673992674,SAU,526378850,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Senegal,2007,sen,11770344,24.59386446886447,SEN,41820236,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sierra Leone,2007,sle,5749352,27.51349765258216,SLE,34527896,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Africa,2007,zaf,50528584,16.97842056932966,ZAF,592672800,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Spain,2007,esp,45516507,14.706807081807083,ESP,426040060,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Sri Lanka,2007,lka,20492545,27.458028083028083,LKA,54629336,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Suriname,2007,sur,531016,26.3893924135616,SUR,4269211,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sweden,2007,swe,9148274,7.941239316239317,SWE,89335860,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Switzerland,2007,che,7545381,10.676231176231177,CHE,51069990,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Taiwan (Province of China),2007,twn,23006924,23.363858363858366,TWN,302969700,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Tajikistan,2007,tjk,7194477,15.789072039072039,TJK,9967119,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0
Thailand,2007,tha,67102394,29.02029914529915,THA,433214700,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Togo,2007,tgo,6188344,27.18330280830281,TGO,10407982,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tunisia,2007,tun,10441702,19.539835164835164,TUN,39995536,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Turkmenistan,2007,tkm,5244046,17.37942612942613,TKM,100603784,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uganda,2007,uga,29653430,22.41819291819292,UGA,54787120,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ukraine,2007,ukr,47062798,9.814661769207225,UKR,431724060,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
United Arab Emirates,2007,are,5624635,28.39384920634921,ARE,174785310,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United States of America,2007,usa,301844226,13.944578891268307,USA,7026121000,16,0,0,0,0,1,7,1,0,0,2,1,0,0,4
Uruguay,2007,ury,3295153,16.010531135531135,URY,45825430,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uzbekistan,2007,uzb,27076008,16.2239010989011,UZB,190706140,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zambia,2007,zmb,12565085,19.92846058348852,ZMB,84470690,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Albania,2008,alb,2992930,15.923992673992675,ALB,9942069,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,2008,dza,34816961,17.76529680365297,DZA,204950270,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Argentina,2008,arg,40424148,17.419871794871796,ARG,489573300,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Australia,2008,aus,21370589,16.74264660918486,AUS,753942600,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Austria,2008,aut,8323253,11.439573820395738,AUT,84613310,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bahamas,2008,bhs,358120,26.40602999693909,BHS,2297658.2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Bangladesh,2008,bgd,149474264,24.245314591700136,BGD,168334500,3,0,0,0,0,0,0,0,1,0,0,2,0,0,0
Barbados,2008,brb,272714,26.824892572130143,BRB,2019265.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belarus,2008,blr,9529358,8.318223443223443,BLR,96563260,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belgium,2008,bel,10709708,10.594414086217366,BEL,144184980,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belize,2008,blz,304361,27.348339719029376,BLZ,4967563.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Benin,2008,ben,9228466,27.332541943653055,BEN,31574970,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brazil,2008,bra,190367302,21.31124375063769,BRA,2555072000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bulgaria,2008,bgr,7535592,11.886453576864536,BGR,60812476,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Burundi,2008,bdi,8505637,NA,BDI,5959250.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Canada,2008,can,33449085,5.695701811225277,CAN,847861570,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Central African Republic,2008,caf,4558984,25.931129476584022,CAF,37214620,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
China,2008,chn,1333821016,15.731013431013432,CHN,9405909000,19,0,7,1,0,0,0,0,3,0,0,7,0,1,0
Colombia,2008,col,43758808,12.902933832709113,COL,195969010,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Costa Rica,2008,cri,4440056,22.03168044077135,CRI,18981472,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Croatia,2008,hrv,4314631,12.900335775335776,HRV,25996632,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cuba,2008,cub,11291762,24.208021223470663,CUB,42776148,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0
Cyprus,2008,cyp,1091026,20.03074581430746,CYP,9285484,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Czechia,2008,cze,10378292,9.36935286935287,CZE,129926180,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Denmark,2008,dnk,5493764,9.116272009714633,DNK,68413210,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dominican Republic,2008,dom,9573130,26.191570881226056,DOM,33281886,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Ecuador,2008,ecu,14575202,19.47657203907204,ECU,73705480,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Egypt,2008,egy,85864789,22.996020814202634,EGY,302868700,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ethiopia,2008,eth,85543668,17.30213089802131,ETH,235445150,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Finland,2008,fin,5313377,7.012750455373406,FIN,104311656,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
France,2008,fra,62780190,12.527206218564244,FRA,452272740,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Gabon,2008,gab,1607175,26.62476979742173,GAB,30465416,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gambia,2008,gmb,1817852,NA,GMB,5531345,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Georgia,2008,geo,3941195,NA,GEO,4336901,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Germany,2008,deu,81110777,10.437002422983731,DEU,961201300,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Greece,2008,grc,11076872,18.83287545787546,GRC,128476940,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Guatemala,2008,gtm,13935174,19.022129371711546,GTM,58363660,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Guinea,2008,gin,9898870,27.91097308488613,GIN,35175612,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Guinea-Bissau,2008,gnb,1488054,28.806280193236717,GNB,4804592,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Guyana,2008,guy,754606,NA,GUY,11449999,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Haiti,2008,hti,9530774,30.22811447811448,HTI,20015738,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0
Honduras,2008,hnd,8012587,21.66620241411328,HND,23946878,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Hungary,2008,hun,10016657,11.466666666666667,HUN,70654960,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Iceland,2008,isl,317514,5.455069823922283,ISL,5014876.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
India,2008,ind,1207930964,26.624523700655388,IND,2661096000,5,1,0,0,1,2,0,0,1,0,0,0,0,0,0
Indonesia,2008,idn,240157903,28.411689145793193,IDN,1322040700,6,0,3,0,0,2,0,0,1,0,0,0,0,0,0
Ireland,2008,irl,4485999,9.543378995433791,IRL,76233440,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Israel,2008,isr,7082620,NA,ISR,79002450,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Italy,2008,ita,59561684,14.330815018315018,ITA,523057730,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Japan,2008,jpn,128155990,13.712564806343398,JPN,1272124800,3,0,2,0,0,0,0,0,0,1,0,0,0,0,0
Jordan,2008,jor,6989866,18.450837138508373,JOR,26838504,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kazakhstan,2008,kaz,16426525,10.01449938949939,KAZ,307049760,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenya,2008,ken,39206351,NA,KEN,98257576,3,0,0,0,1,1,0,0,1,0,0,0,0,0,0
Democratic People's Republic of Korea,2008,prk,24764618,11.310897435897436,PRK,103412160,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Republic of Korea,2008,kor,48356493,12.187728937728938,KOR,566225600,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kuwait,2008,kwt,2651421,26.828601953601954,KWT,118379920,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Latvia,2008,lva,2177711,8.068070818070819,LVA,13086200,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
